Creative Type,US DVD Sales,Running Time (min),Production Budget,Source,US Gross,Title,Release Date,Director,Rotten Tomatoes Rating,Major Genre,Worldwide Gross,Distributor,MPAA Rating,IMDB Rating,IMDB Votes
Contemporary Fiction,0,102,80000000,Original Screenplay,38311134,Evolution,8-Jun-2001,Ivan Reitman,42,Comedy,98341932,Dreamworks SKG,PG-13,5.9,39590
,0,0,4000000,,75078,An Everlasting Piece,25-Dec-2000,Barry Levinson,49,,75078,Dreamworks SKG,R,6,1097
Historical Fiction,0,100,4500000,Original Screenplay,51957,Fong juk,31-Aug-2007,,0,Action,51957,Magnolia Pictures,Not Rated,7.3,3699
Contemporary Fiction,0,100,33000000,Based on Book/Short Story,51758599,Exit Wounds,16-Mar-2001,Andrzej Bartkowiak,33,Action,79958599,Warner Bros.,R,5.2,14528
Dramatization,0,114,18000000,Based on Real Life Events,75072454,The Exorcism of Emily Rose,9-Sep-2005,Scott Derrickson,45,Thriller/Suspense,144216468,Sony/Screen Gems,PG-13,6.8,32425
Historical Fiction,0,114,78000000,Based on Book/Short Story,41814863,Exorcist: The Beginning,20-Aug-2004,Renny Harlin,0,Horror,43957541,Warner Bros.,R,5,15901
Dramatization,6580715,129,37500000,Based on Book/Short Story,9793406,The Express,4-Oct-2008,,61,Drama,9808102,Universal,PG,7.1,4749
Science Fiction,0,0,20700000,Original Screenplay,2840417,eXistenZ,23-Apr-1999,David Cronenberg,71,Thriller/Suspense,2840417,Miramax,R,6.8,35788
Contemporary Fiction,0,0,7500000,Original Screenplay,10823158,Extract,4-Sep-2009,Mike Judge,62,Comedy,10849158,Miramax,R,6.4,12371
Contemporary Fiction,0,0,40000000,Original Screenplay,4835968,Extreme Ops,27-Nov-2002,Christian Duguay,6,Action,12624471,Paramount Pictures,PG-13,4.1,3195
Contemporary Fiction,0,159,65000000,Based on Book/Short Story,55691208,Eyes Wide Shut,16-Jul-1999,Stanley Kubrick,78,Drama,86257553,Warner Bros.,R,7.2,93880
Contemporary Fiction,0,102,15000000,Original Screenplay,40283321,The Faculty,25-Dec-1998,Robert Rodriguez,51,Horror,40283321,Miramax,R,6.3,36139
Contemporary Fiction,41348843,0,50000000,Original Screenplay,88715192,Failure to Launch,10-Mar-2006,Tom Dey,25,Romantic Comedy,128402901,Paramount Pictures,PG-13,5.6,20324
Contemporary Fiction,0,129,29000000,Original Screenplay,37036404,Keeping the Faith,14-Apr-2000,,68,Romantic Comedy,45336404,Walt Disney Pictures,PG-13,6.5,25485
Contemporary Fiction,4950732,0,18000000,Remake,22455510,Fame,25-Sep-2009,,25,Musical,77956957,MGM,PG,4.5,4973
Contemporary Fiction,23961409,103,18000000,Original Screenplay,60062868,The Family Stone,16-Dec-2005,,52,Comedy,91762868,20th Century Fox,PG-13,6.3,24434
,0,0,1000000,,113433,Lisa Picard is Famous,22-Aug-2001,Griffin Dunne,0,Comedy,113433,,PG-13,0,0
Fantasy,0,0,80000000,Compilation,9103630,Fantasia 2000 (Theatrical Release),16-Jun-2000,,0,Musical,9103630,Walt Disney Pictures,G,0,0
Historical Fiction,0,0,13500000,Original Screenplay,15901849,Far From Heaven,8-Nov-2002,Todd Haynes,89,Drama,29027914,Focus Features,PG-13,7.5,20239
,0,0,5000000,Original Screenplay,16670,Fascination,28-Jan-2005,,0,Thriller/Suspense,83356,MGM,R,2.5,1016
Contemporary Fiction,0,98,85000000,Remake,28681080,Father's Day,9-May-1997,Ivan Reitman,0,Comedy,35681080,Warner Bros.,PG-13,4.8,6654
Contemporary Fiction,20091582,0,100000,Original Screenplay,10178331,Facing the Giants,29-Sep-2006,Alex Kendrick,9,Drama,10178331,IDP/Goldwyn/Roadside,PG,6,4901
Contemporary Fiction,0,138,80000000,Original Screenplay,112276146,Face/Off,27-Jun-1997,John Woo,93,Action,241200000,Paramount Pictures,R,7.3,102001
Fantasy,0,90,26000000,Original Screenplay,46896664,Final Destination 2,31-Jan-2003,David R. Ellis,47,Horror,89626226,New Line,R,6.4,35737
Fantasy,18646884,0,25000000,Original Screenplay,54098051,Final Destination 3,10-Feb-2006,James Wong,45,Horror,112798051,New Line,R,5.9,32263
Fantasy,10148305,0,40000000,Original Screenplay,66477700,The Final Destination,28-Aug-2009,David R. Ellis,27,Horror,185777700,Warner Bros.,R,4.9,20319
Contemporary Fiction,0,0,40000000,Original Screenplay,13208023,FearDotCom,30-Aug-2002,William Malone,0,Horror,13208023,Warner Bros.,R,3.1,11438
Dramatization,0,0,18500000,Based on Book/Short Story,10680275,Fear and Loathing in Las Vegas,22-May-1998,Terry Gilliam,47,Comedy,13711903,Universal,R,7.6,81560
Fantasy,3570398,0,3200000,Original Screenplay,56131,Feast,22-Sep-2006,,55,Horror,341808,Weinstein/Dimension,R,6.4,12023
Science Fiction,0,105,95000000,Original Screenplay,63570862,The Fifth Element,9-May-1997,Luc Besson,72,Action,263900000,Sony Pictures,PG-13,7.4,131252
Contemporary Fiction,0,0,35000000,Original Screenplay,6592103,Femme Fatale,6-Nov-2002,Brian De Palma,48,Thriller/Suspense,6592103,Warner Bros.,R,6.3,16693
Contemporary Fiction,0,99,10000000,Original Screenplay,68353550,Bring it On,25-Aug-2000,Peyton Reed,63,Comedy,90453550,Universal,PG-13,5.9,30309
Super Hero,4702358,123,87500000,Based on Comic/Graphic Novel,154696080,Fantastic Four,8-Jul-2005,Tim Story,27,Action,330579719,20th Century Fox,PG-13,5.7,71675
Dramatization,0,92,13000000,Original Screenplay,16757163,54,28-Aug-1998,,13,Drama,16757163,Miramax,R,5.6,15023
Contemporary Fiction,0,107,76000000,Based on Magazine Article,127120058,2 Fast 2 Furious,6-Jun-2003,John Singleton,36,Action,236220058,Universal,PG-13,5.1,44151
Contemporary Fiction,0,107,38000000,Based on Magazine Article,144512310,The Fast and the Furious,22-Jun-2001,Rob Cohen,53,Action,206512310,Universal,PG-13,6,67939
Contemporary Fiction,20620930,0,72500000,Original Screenplay,70231041,Fool's Gold,8-Feb-2008,Andy Tennant,0,Adventure,109362966,Warner Bros.,PG-13,7.6,93
Factual,0,122,6000000,Based on Real Life Events,119114517,Fahrenheit 9/11,23-Jun-2004,Michael Moore,83,Documentary,222414517,Lionsgate,R,7.6,74424
Factual,2987505,0,20000000,Based on Real Life Events,14363397,Capitalism: A Love Story,23-Sep-2009,Michael Moore,75,Documentary,14678228,Overture Films,R,7.3,11829
Historical Fiction,0,123,35000000,Based on Comic/Graphic Novel,31598308,From Hell,19-Oct-2001,Albert Hughes,57,Thriller/Suspense,31598308,20th Century Fox,R,6.8,53477
Fantasy,0,93,8000000,Original Screenplay,298110,Fido,15-Jun-2007,,0,Horror,419801,Lionsgate,R,6.9,11683
Contemporary Fiction,0,139,65000000,Based on Book/Short Story,37030102,Fight Club,15-Oct-1999,David Fincher,81,Drama,100853753,20th Century Fox,R,8.8,382470
Science Fiction,0,120,137000000,Based on Game,32131830,Final Fantasy: The Spirits Within,11-Jul-2001,,0,Adventure,85131830,Sony Pictures,PG-13,6.4,36227
Contemporary Fiction,0,137,43000000,Original Screenplay,51768623,Finding Forrester,19-Dec-2000,Gus Van Sant,74,Drama,80013623,Sony Pictures,PG-13,7.2,35966
Contemporary Fiction,0,0,15000000,Original Screenplay,14249005,Freddy Got Fingered,20-Apr-2001,,11,Comedy,14249005,20th Century Fox,R,4,25033
Contemporary Fiction,0,0,19000000,Original Screenplay,8123860,Firestorm,9-Jan-1998,,0,Action,8123860,20th Century Fox,R,4.4,2118
,0,0,3000000,,374675,Fish Tank,15-Jan-2010,,0,,374675,,,7.5,5940
Contemporary Fiction,0,0,15000000,Based on Book/Short Story,824295,Felicia's Journey,12-Nov-1999,Atom Egoyan,88,Drama,1970268,Artisan,PG-13,6.9,4790
Contemporary Fiction,0,0,12000000,Based on TV,4922166,From Justin to Kelly,20-Jun-2003,,8,Musical,4922166,20th Century Fox,PG,1.6,17596
Fantasy,0,98,23000000,Original Screenplay,53302314,Final Destination,17-Mar-2000,James Wong,31,Horror,112802314,New Line,R,6.8,52618
Historical Fiction,45105366,0,53000000,Based on Book/Short Story,33602376,Flags of Our Fathers,20-Oct-2006,Clint Eastwood,73,Drama,61902376,Paramount Pictures,R,7.2,42788
Contemporary Fiction,0,0,27000000,Original Screenplay,4485485,Flawless,24-Nov-1999,Joel Schumacher,43,Drama,4485485,MGM,R,6.7,8125
Historical Fiction,0,132,9000000,,148089,Flammen og Citronen,31-Jul-2009,,0,Thriller/Suspense,1635241,IFC Films,,7.2,4182
Contemporary Fiction,49974754,94,15000000,Based on Book/Short Story,21000147,Flicka,20-Oct-2006,,54,Drama,21893591,20th Century Fox,PG,5.7,2832
Historical Fiction,0,0,75000000,Remake,21009180,Flight of the Phoenix,17-Dec-2004,,30,Adventure,34009180,20th Century Fox,PG-13,6,18568
Dramatization,17832230,0,18000000,Based on Real Life Events,31567134,United 93,28-Apr-2006,Paul Greengrass,91,Drama,76366864,Universal,R,7.8,46691
Kids Fiction,0,93,80000000,Remake,92993801,Flubber,26-Nov-1997,Les Mayfield,17,Comedy,177993801,Walt Disney Pictures,PG,4.6,18890
Kids Fiction,71025931,85,149000000,Original Screenplay,64665672,Flushed Away,3-Nov-2006,Sam Fell,72,Comedy,177665672,Paramount Pictures,PG,7,21334
Dramatization,23631077,139,60000000,Based on Real Life Events,13090630,Flyboys,22-Sep-2006,Tony Bill,33,Drama,14816379,MGM,PG-13,6.5,13934
Kids Fiction,0,89,25000000,Original Screenplay,14543943,Fly Me To the Moon,15-Aug-2008,,17,Adventure,40098231,Summit Entertainment,G,4.7,1653
Dramatization,0,0,13000000,Based on Real Life Events,1173673,Find Me Guilty,17-Mar-2006,Sidney Lumet,60,Drama,1788077,Freestyle Releasing,R,7.1,12800
Contemporary Fiction,0,126,60000000,Original Screenplay,75764085,The Family Man,22-Dec-2000,Brett Ratner,52,Comedy,124715863,Universal,PG-13,6.6,34090
Contemporary Fiction,7822762,0,6500000,Original Screenplay,13368437,Friends with Money,7-Apr-2006,,71,Comedy,15328368,Sony Pictures Classics,R,6.1,11087
Kids Fiction,0,100,94000000,Original Screenplay,339714978,Finding Nemo,30-May-2003,Andrew Stanton,98,Adventure,867894287,Walt Disney Pictures,G,8.2,165006
Contemporary Fiction,0,0,500000,Original Screenplay,52850,Finishing the Game,5-Oct-2007,Justin Lin,35,Comedy,52850,IFC First Take,Not Rated,0,0
Kids Fiction,0,0,65000000,Original Screenplay,0,Foodfight!,31-Dec-2009,,0,Comedy,0,Lionsgate,PG,0,0
Contemporary Fiction,0,0,27000000,Original Screenplay,5204007,Formula 51,18-Oct-2002,,0,Action,5204007,Screen Media Films,R,0,0
Science Fiction,8752844,96,35000000,Original Screenplay,10144010,The Fountain,22-Nov-2006,Darren Aronofsky,51,Drama,15461638,Warner Bros.,PG-13,7.4,72562
Super Hero,62277740,92,120000000,Based on Comic/Graphic Novel,131921738,Fantastic Four: Rise of the Silver Surfer,15-Jun-2007,Tim Story,36,Action,288215319,20th Century Fox,PG,0,0
Contemporary Fiction,1619183,0,5000000,Original Screenplay,0,Farce of the Penguins,30-Jan-2007,,0,Comedy,0,ThinkFilm,R,4.1,3186
Contemporary Fiction,0,93,55000000,Original Screenplay,89706988,Flightplan,23-Sep-2005,,38,Thriller/Suspense,225706988,Walt Disney Pictures,PG-13,6.2,45305
Contemporary Fiction,0,0,11000000,Original Screenplay,13110448,Frailty,12-Apr-2002,,74,Thriller/Suspense,17423030,Lionsgate,R,7.3,27629
Fantasy,23318686,105,55000000,Based on Book/Short Story,52075270,The Forbidden Kingdom,18-Apr-2008,Rob Minkoff,64,Action,129075270,Lionsgate,PG-13,6.7,36548
Dramatization,20532539,122,21000000,Based on Book/Short Story,36605602,Freedom Writers,5-Jan-2007,Richard LaGravenese,69,Drama,43090741,Paramount Pictures,PG-13,7.5,18065
Contemporary Fiction,0,98,9500000,Original Screenplay,57176582,Next Friday,12-Jan-2000,Steve Carr,21,Comedy,59675307,New Line,R,5.3,10176
Contemporary Fiction,0,97,26000000,Remake,110222438,Freaky Friday,6-Aug-2003,Mark Waters,88,Comedy,160822438,Walt Disney Pictures,PG,6.5,29137
Science Fiction,0,118,31000000,Original Screenplay,44983704,Frequency,28-Apr-2000,,69,Drama,68079671,New Line,PG-13,7.3,35968
Science Fiction,0,119,39000000,Based on TV,25514517,Serenity,30-Sep-2005,Joss Whedon,81,Action,38514517,Universal,PG-13,8,106648
Contemporary Fiction,0,91,50000000,Original Screenplay,66711892,The Forgotton,24-Sep-2004,Joseph Ruben,0,Thriller/Suspense,111311892,Sony Pictures,PG-13,4.9,1169
Contemporary Fiction,0,0,14000000,,13121555,Jason X,26-Apr-2002,,21,Horror,16951798,New Line,R,4.4,17964
Fantasy,9566980,0,17000000,,65002019,Friday the 13th,13-Feb-2009,,26,Horror,91700771,Warner Bros.,R,5.6,26798
Contemporary Fiction,0,85,10000000,Original Screenplay,33253609,Friday After Next,22-Nov-2002,,25,Comedy,33526835,New Line,R,5.3,6742
Dramatization,0,123,12000000,Based on Real Life Events,25885000,Frida,25-Oct-2002,,76,Drama,56298474,Miramax,R,7.3,26243
Contemporary Fiction,0,117,30000000,Based on Book/Short Story,61255921,Friday Night Lights,8-Oct-2004,Peter Berg,81,Drama,61950770,Universal,PG-13,7.2,20868
Contemporary Fiction,0,0,1000000,Original Screenplay,2503902,Frozen River,1-Aug-2008,,87,Drama,5281776,Sony Pictures Classics,R,7.2,10447
Kids Fiction,68101150,0,105000000,Based on Book/Short Story,104374107,The Princess and the Frog,25-Nov-2009,John Musker,84,Adventure,263467382,Walt Disney Pictures,G,7.4,16232
Contemporary Fiction,0,0,2000000,Original Screenplay,2512846,Full Frontal,2-Aug-2002,Steven Soderbergh,37,Comedy,3438804,Miramax,R,4.8,6660
Contemporary Fiction,31898934,122,500000,Original Screenplay,33451479,Fireproof,26-Sep-2008,Alex Kendrick,40,Drama,33451479,Samuel Goldwyn Films,PG,5.6,5498
Contemporary Fiction,0,0,5000000,Original Screenplay,6755271,The Forsaken,27-Apr-2001,,8,Horror,6755271,Sony Pictures,R,5.1,4679
Dramatization,6677601,122,29000000,Based on Play,18622031,Frost/Nixon,5-Dec-2008,Ron Howard,92,Drama,28144586,Universal,R,7.9,36366
Dramatization,0,90,7000000,Based on Real Life Events,1661464,Factory Girl,29-Dec-2006,,19,Drama,1661464,MGM,R,6.1,8680
,0,0,12000000,Based on Real Life Events,196857,Fateless,6-Jan-2006,,0,Drama,196857,ThinkFilm,R,6,462
Contemporary Fiction,0,90,3500000,Original Screenplay,45950122,The Full Monty,13-Aug-1997,Peter Cattaneo,95,Comedy,257938649,Fox Searchlight,R,7.2,40877
Contemporary Fiction,29638269,90,140000000,Remake,110550000,Fun With Dick And Jane,21-Dec-2005,,29,Comedy,202250000,Sony Pictures,PG-13,6.3,1788
Contemporary Fiction,13721109,0,70000000,Original Screenplay,51855045,Funny People,31-Jul-2009,Judd Apatow,67,Comedy,71880305,Universal,R,6.8,37791
Dramatization,0,121,16800000,Based on Book/Short Story,223202,Fur,10-Nov-2006,,0,Drama,2281089,Picturehouse,R,0,0
Kids Fiction,4335991,0,35000000,Original Screenplay,17630465,Furry Vengeance,30-Apr-2010,Roger Kumble,8,Comedy,21630465,Summit Entertainment,PG,2.6,3458
Contemporary Fiction,0,0,40000000,Based on Book/Short Story,42071069,Fever Pitch,8-Apr-2005,Bobby Farrelly,0,Comedy,50071069,20th Century Fox,PG-13,6.3,16736
Contemporary Fiction,0,86,12000000,Original Screenplay,5549923,For Your Consideration,17-Nov-2006,Christopher Guest,50,Comedy,5549923,Warner Independent,PG-13,6.2,7780
Contemporary Fiction,0,128,50000000,Original Screenplay,48265581,The Game,12-Sep-1997,David Fincher,80,Thriller/Suspense,48265581,Polygram,R,7.7,74136
Historical Fiction,0,168,97000000,Original Screenplay,77730500,Gangs of New York,20-Dec-2002,Martin Scorsese,75,Drama,190400000,Miramax,R,7.4,113378
Contemporary Fiction,0,80,50000000,Based on Comic/Graphic Novel,75367693,Garfield,11-Jun-2004,Peter Hewitt,0,Comedy,200802638,20th Century Fox,PG,4.8,19870
Contemporary Fiction,19382312,111,20000000,Original Screenplay,18882880,Georgia Rule,11-May-2007,Garry Marshall,17,Drama,20819601,Universal,R,5.8,10902
Science Fiction,0,0,36000000,Original Screenplay,12532777,Gattaca,24-Oct-1997,Andrew Niccol,82,Drama,12532777,Sony Pictures,PG-13,7.8,70906
Contemporary Fiction,11406490,114,19000000,Based on Book/Short Story,20300218,"Gone, Baby, Gone",19-Oct-2007,Ben Affleck,0,Drama,34619699,Miramax,R,0,0
Contemporary Fiction,0,0,6400000,Original Screenplay,4063859,"Goodbye, Lenin!",27-Feb-2004,,0,Comedy,79316616,Sony Pictures Classics,R,3.3,198
Kids Fiction,0,87,17000000,Based on Book/Short Story,37667746,Good Boy!,10-Oct-2003,,45,Comedy,45312217,MGM,PG,5,1961
Historical Fiction,0,0,55000000,,12882934,Gods and Generals,21-Feb-2003,,8,Drama,12923936,Warner Bros.,PG-13,6,7437
Historical Fiction,0,104,32000000,Based on Book/Short Story,1308696,The Good German,15-Dec-2006,Steven Soderbergh,32,Drama,1308696,Warner Bros.,R,6.1,13007
Historical Fiction,0,0,3500000,Based on Book/Short Story,6451628,Gods and Monsters,6-Nov-1998,Bill Condon,96,Drama,6451628,Lionsgate,R,7.5,15946
Contemporary Fiction,0,93,15000000,Original Screenplay,22441,The Good Night,5-Oct-2007,,29,Romantic Comedy,22441,Sony Pictures,R,6,4332
Contemporary Fiction,0,0,30000000,Remake,3517797,The Good Thief,2-Apr-2003,Neil Jordan,78,Drama,3517797,Fox Searchlight,R,0,0
,0,0,32000000,Original Screenplay,0,George and the Dragon,31-Dec-2004,,0,,0,,PG,5.7,1762
,0,0,7000000,,254683,Gerry,14-Feb-2003,Gus Van Sant,0,Drama,254683,ThinkFilm,R,6.2,8583
Kids Fiction,44145849,0,82500000,Original Screenplay,119436770,G-Force,24-Jul-2009,,22,Adventure,287389685,Walt Disney Pictures,PG,5,9633
Dramatization,34066576,126,30000000,Based on Real Life Events,38432823,Gridiron Gang,15-Sep-2006,Phil Joanou,41,Drama,41480851,Sony Pictures,PG-13,6.8,12400
Contemporary Fiction,0,0,8000000,Original Screenplay,14018296,The Good Girl,7-Aug-2002,,81,Comedy,15976468,Fox Searchlight,R,6.6,21460
Contemporary Fiction,0,91,20000000,Original Screenplay,30113491,Ghost Ship,25-Oct-2002,,13,Horror,68349884,Warner Bros.,R,5.3,25891
Dramatization,0,0,36000000,Based on Real Life Events,13052741,Ghosts of Mississippi,20-Dec-1996,Rob Reiner,50,Drama,13052741,Sony Pictures,PG-13,6.4,5276
Contemporary Fiction,0,0,22000000,Original Screenplay,17951431,The Glass House,14-Sep-2001,,21,Thriller/Suspense,22861785,Sony Pictures,PG-13,5.6,10629
Super Hero,103730683,110,120000000,Based on Comic/Graphic Novel,115802596,Ghost Rider,16-Feb-2007,Mark Steven Johnson,26,Action,237702596,Sony Pictures,PG-13,5.2,63235
Fantasy,7574314,102,20000000,Original Screenplay,13252641,Ghost Town,19-Sep-2008,David Koepp,85,Romantic Comedy,26612350,Paramount Pictures,PG-13,4.7,310
Contemporary Fiction,0,0,10000000,Original Screenplay,12008642,The Gift,19-Dec-2000,Sam Raimi,56,Thriller/Suspense,44567606,Paramount Vantage,R,6.7,28488
Contemporary Fiction,0,0,54000000,Original Screenplay,6087542,Gigli,1-Aug-2003,Martin Brest,6,Romantic Comedy,7266209,Sony Pictures,R,2.4,29031
Contemporary Fiction,0,124,50000000,Original Screenplay,48169156,G.I.Jane,22-Aug-1997,Ridley Scott,0,Drama,48169156,Walt Disney Pictures,R,5.5,23807
Contemporary Fiction,69866155,118,175000000,Based on Toy,150201498,G.I. Joe: The Rise of Cobra,7-Aug-2009,Stephen Sommers,0,Action,302469019,Paramount Pictures,PG-13,5.8,47052
Dramatization,0,127,24000000,Based on Real Life Events,28871190,"Girl, Interrupted",21-Dec-1999,James Mangold,53,Drama,28871190,Sony Pictures,R,0,0
Historical Fiction,0,150,103000000,Original Screenplay,187683805,Gladiator,5-May-2000,Ridley Scott,77,Action,457683805,Sony Pictures,R,8.3,279512
Contemporary Fiction,0,0,8500000,Original Screenplay,4273372,Glitter,21-Sep-2001,Vondie Curtis-Hall,7,Musical,4273372,20th Century Fox,PG-13,2,13778
Contemporary Fiction,0,0,30000000,Remake,4167493,Gloria,22-Jan-1999,Sidney Lumet,19,Drama,4967493,Sony Pictures,R,4.7,2726
Contemporary Fiction,26234476,96,25000000,Original Screenplay,35017297,Good Luck Chuck,21-Sep-2007,,5,Romantic Comedy,59183821,Lionsgate,R,5.6,29013
Science Fiction,0,0,28000000,Original Screenplay,8434601,John Carpenter's Ghosts of Mars,24-Aug-2001,John Carpenter,0,Action,8434601,Screen Media Films,R,0,0
Fantasy,0,187,60000000,Based on Book/Short Story,136801374,The Green Mile,10-Dec-1999,Frank Darabont,77,Drama,286601374,Warner Bros.,R,8.4,198916
,0,0,20000000,Based on Book/Short Story,375474,The Game of Their Lives,22-Apr-2005,,25,Drama,375474,IFC Films,PG,6,1443
Dramatization,0,0,5000000,Based on Book/Short Story,240425,"Gandhi, My Father",3-Aug-2007,,40,Drama,1375194,Eros Entertainment,Not Rated,8.1,50881
Dramatization,20967273,0,7000000,Based on Real Life Events,31501218,Good Night and Good Luck,7-Oct-2005,George Clooney,0,Drama,54601218,Warner Independent,PG,7.7,42797
Contemporary Fiction,0,116,60000000,Based on Book/Short Story,102705852,The General's Daughter,18-Jun-1999,Simon West,22,Drama,149705852,Paramount Pictures,R,6.1,23570
Contemporary Fiction,0,0,10000000,Original Screenplay,1638202,Gun Shy,4-Feb-2000,,24,Comedy,1638202,Walt Disney Pictures,R,5.4,3607
Contemporary Fiction,0,103,6500000,Original Screenplay,16875273,Go!,9-Apr-1999,Doug Liman,92,Black Comedy,28383441,Sony Pictures,R,0,0
Contemporary Fiction,12616824,121,33000000,Original Screenplay,4283255,Goal!,12-May-2006,,0,Drama,27610873,Walt Disney Pictures,PG,6.9,16809
Science Fiction,0,0,1000000,Remake,10037390,Godzilla 2000,18-Aug-2000,,0,Action,10037390,Sony Pictures,PG,0,0
Science Fiction,0,0,30000000,Original Screenplay,14334645,Godsend,30-Apr-2004,,4,Thriller/Suspense,16910708,Lionsgate,PG-13,4.7,13866
Science Fiction,0,139,125000000,Remake,136314294,Godzilla,19-May-1998,Roland Emmerich,25,Action,376000000,Sony Pictures,PG-13,4.8,59455
,0,0,40000,,277233,Smiling Fish and Goat on Fire,25-Aug-2000,,0,,277233,,R,0,0
,0,118,103300000,,101643008,Gone in 60 Seconds,9-Jun-2000,,0,,232643008,,PG-13,6.4,2940
Historical Fiction,0,0,16000000,Based on Play,27276,Good,31-Dec-2008,,34,Drama,27276,ThinkFilm,R,6.2,1926
Contemporary Fiction,0,126,10000000,Original Screenplay,138433435,Good Will Hunting,20-Feb-1987,Gus Van Sant,97,Drama,225933435,Miramax,R,8.1,150415
Historical Fiction,0,137,18000000,Original Screenplay,41300105,Gosford Park,26-Dec-2001,Robert Altman,86,Comedy,41300105,USA Films,R,7.3,36648
Contemporary Fiction,0,0,14000000,Original Screenplay,5108820,Gossip,21-Apr-2000,,28,Drama,12591270,Warner Bros.,R,0,0
Contemporary Fiction,50113315,110,22000000,Original Screenplay,90648202,The Game Plan,22-Sep-2007,Andy Fickman,27,Comedy,147914546,Walt Disney Pictures,PG,6.3,14984
Historical Fiction,0,0,12000000,Based on Book/Short Story,11634362,Girl with a Pearl Earring,12-Dec-2003,Peter Webber,71,Drama,22106210,Lionsgate,PG-13,7.1,23493
Science Fiction,0,104,45000000,Original Screenplay,71423726,Galaxy Quest,25-Dec-1999,,89,Comedy,90523726,Dreamworks SKG,PG,7.2,52507
Contemporary Fiction,0,0,4000000,Original Screenplay,12178602,Saving Grace,4-Aug-2000,,63,Comedy,24325623,Fine Line,R,6.8,8543
Dramatization,0,98,9000000,Based on Real Life Events,2956339,Gracie,1-Jun-2007,,59,Drama,3036736,Picturehouse,PG-13,6.2,2084
Historical Fiction,0,0,60000000,Based on Book/Short Story,10166502,The Great Raid,12-Aug-2005,John Dahl,36,Action,10597070,Miramax,R,6.8,8894
Contemporary Fiction,0,0,3000000,Original Screenplay,115879,The Grand,21-Mar-2008,Zak Penn,0,Comedy,115879,Anchor Bay Entertainment,R,6.1,3346
Historical Fiction,0,0,25500000,Based on Book/Short Story,33579798,The Constant Gardener,31-Aug-2005,Fernando Meirelles,83,Drama,81079798,Focus Features,R,7.6,50763
Contemporary Fiction,0,109,2500000,Original Screenplay,26782316,Garden State,28-Jul-2004,Zach Braff,86,Drama,32381151,Fox Searchlight,R,7.9,92594
Historical Fiction,21249794,0,6000000,Based on Musical/Opera,305260,Grease,16-Jun-1978,Randal Kleiser,83,Musical,206005260,Paramount Pictures,PG,7,60146
Historical Fiction,14424476,0,100000000,Based on Factual Book/Article,35053660,Green Zone,12-Mar-2010,Paul Greengrass,55,Drama,84788541,Universal,R,7.1,26759
Kids Fiction,0,91,55000000,Based on TV,105263257,George Of The Jungle,16-Jul-1997,,54,Comedy,174463257,Walt Disney Pictures,PG,5.3,19685
Fantasy,0,0,80000000,Original Screenplay,37899638,The Brothers Grimm,26-Aug-2005,Terry Gilliam,37,Adventure,105299638,Miramax/Dimension,PG-13,5.9,43532
Contemporary Fiction,0,0,25000000,Original Screenplay,14589444,The Girl Next Door,9-Apr-2004,Luke Greenfield,56,Romantic Comedy,18589444,20th Century Fox,R,7,5614
Kids Fiction,0,104,123000000,Based on Book/Short Story,260044825,How the Grinch Stole Christmas,17-Nov-2000,Ron Howard,53,Comedy,345141403,Universal,PG,5.7,40310
Fantasy,31070911,191,53000000,Original Screenplay,25031037,Grindhouse,6-Apr-2007,Robert Rodriguez,0,Horror,50187789,Weinstein/Dimension,R,7.9,82770
Contemporary Fiction,9906347,0,40000000,Original Screenplay,30981850,Get Rich or Die Tryin',9-Nov-2005,Jim Sheridan,16,Drama,46437122,Paramount Pictures,R,4,18126
Kids Fiction,35069986,85,30000000,Original Screenplay,56068547,Wallace & Gromit: The Curse of the Were-Rabbit,5-Oct-2005,Nick Park,95,Adventure,185724838,Dreamworks SKG,G,7.9,38158
Contemporary Fiction,0,0,500000,Original Screenplay,1115313,Groove,9-Jun-2000,,56,Comedy,1167524,Sony Pictures Classics,R,5.8,2486
Contemporary Fiction,0,106,15000000,Original Screenplay,28084357,Grosse Point Blank,11-Apr-1997,,0,Black Comedy,28084357,Walt Disney Pictures,R,7.4,41523
Contemporary Fiction,8293678,102,20000000,Remake,39143839,The Grudge 2,13-Oct-2006,,10,Horror,68643839,Sony Pictures,PG-13,4.6,16024
Contemporary Fiction,0,96,10000000,Remake,110359362,The Grudge,22-Oct-2004,,39,Horror,187281115,Sony Pictures,PG-13,5.7,43218
Contemporary Fiction,0,102,75000000,Original Screenplay,161094625,Grown Ups,25-Jun-2010,,9,Comedy,250294625,Sony Pictures,PG-13,5.8,13488
Contemporary Fiction,0,0,2000000,Original Screenplay,3330230,Ghost Dog: Way of the Samurai,3-Mar-2000,Jim Jarmusch,0,Drama,6030230,Artisan,R,0,0
Contemporary Fiction,0,103,35000000,Remake,68915888,Guess Who,25-Mar-2005,,43,Comedy,102115888,Sony Pictures,PG-13,5.7,15789
Contemporary Fiction,0,0,40000000,Remake,14967182,Get Carter,6-Oct-2000,,12,Drama,19417182,Warner Bros.,R,4.8,14196
Contemporary Fiction,0,0,10000000,Original Screenplay,11560259,Get Over It,9-Mar-2001,,45,Romantic Comedy,11560259,Miramax,PG-13,5.5,9350
Dramatization,0,0,17000000,Based on Real Life Events,1569918,Veronica Guerin,17-Oct-2003,Joel Schumacher,54,Drama,9438074,Walt Disney Pictures,R,6.8,8778
